# Original data was compressed by a factor of 5000; data points taken in the publication are the last data points, those are identical with the original data 
# t                         j_E_dir                     j_ortho                     j_intra_E_dir               j_intra_ortho               dtP_E_dir                   dtP_ortho                   j_intra_plus_dtP_E_dir      j_intra_plus_dtP_ortho     
-2.067068667499999719e+04   +1.302580795687012519e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   +1.121059271522741275e-50   -1.468523525576991287e-66   +1.298550514525231294e-19   +1.036936660719644981e-20
-1.901703174099999887e+04   +1.302580795687012519e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   -1.270750491364042044e-41   +5.637914895116215273e-58   +1.298550514525231294e-19   +1.036936660719644981e-20
-1.736337680699999692e+04   +1.302580795687012519e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   -1.407470245092708769e-35   -4.632237984899018740e-51   +1.298550514525231053e-19   +1.036936660719644981e-20
-1.570972187299999678e+04   +1.302580795593814361e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   -4.254790016758274040e-30   -6.027517383820971764e-45   +1.298550514482683409e-19   +1.036936660719644981e-20
-1.405606693899999664e+04   +1.302572624611184292e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   -3.495592163591249426e-25   +6.573859306456922075e-41   +1.298547018933067651e-19   +1.036936660719644981e-20
-1.240241200499999650e+04   +4.152292811296856461e-20   +1.036936660719644981e-20   +6.200962241780096054e-20   +9.332429946476804081e-21   -7.758662455142114793e-21   -2.578981480077186061e-35   +5.425095996265884876e-20   +9.332429946476778502e-21
-1.074875707099999636e+04   -6.603908579511129800e-16   +1.036936660720221105e-20   -5.242177208627562503e-16   +1.036936660719644981e-20   -4.612445469913013037e-17   +2.155401035862921081e-31   -5.703421755618864115e-16   +1.036936660741198996e-20
-9.095102136999996219e+03   -1.375936786439783722e-12   +9.332429957430988048e-21   -1.135012406182871752e-12   +1.036936660719644981e-20   -7.247656636581294927e-14   -3.189944378438276155e-28   -1.207488972548684739e-12   +1.036936628820201143e-20
-7.441447202999996080e+03   -7.972568055588643463e-10   +1.140630891739661192e-20   -6.831016774638883196e-10   +9.332429946467374547e-21   -2.944453268440487946e-11   +4.275077418552656035e-26   -7.125462101482931732e-10   +9.332472697241559411e-21
-5.787792268999995940e+03   -1.286043257676235215e-07   +9.333153882981347660e-21   -1.143769148278162427e-07   +1.036936635997148386e-20   -2.967463671267569109e-09   +1.926050193051651388e-23   -1.173443784990838065e-07   +1.038862686190200040e-20
-4.134137334999995801e+03   -5.815595804201744066e-06   +9.356606570280204628e-21   -5.354189664809617075e-06   +9.332176788112370677e-21   -7.243136648344815688e-08   +4.056411890829836848e-22   -5.426621031293065364e-06   +9.737817977195353986e-21
-2.480482400999997481e+03   -4.331913470368172451e-05   -2.478926704532901131e-21   -3.712921725349745567e-05   -4.706720311547763872e-21   -4.164713586932467827e-07   -6.902224753294644109e-20   -3.754568861219070028e-05   -7.372896784449420120e-20
-8.268274669999955222e+02   -1.435209803345271064e-04   -1.555404991079467547e-20   -1.368068023697495850e-04   -1.892409405813352148e-20   +4.816127903417100236e-07   +1.908116251720366502e-20   -1.363251895794078837e-04   +1.570684590701435485e-22
+8.268274670000027982e+02   -1.173494445419284460e-04   -2.955269483050988310e-20   -1.218127071294639572e-04   -3.162656815194917156e-20   +1.278954635856385865e-07   +1.915464581316208771e-20   -1.216848116658783167e-04   -1.247192233878708384e-20
+2.480482401000004756e+03   +8.628393549994312290e-05   -1.944256238849334209e-20   +8.272477172596366701e-05   -1.918332822331343178e-20   -1.173426630019786052e-07   +7.461233618278350586e-21   +8.260742906296169089e-05   -1.172209460503508119e-20
+4.134137335000003077e+03   +1.435423138935441076e-04   -6.480854129497781134e-22   +1.432074559606455011e-04   -3.888512477698668680e-22   -7.463025311581218626e-08   -1.178794539333024763e-22   +1.431328257075296917e-04   -5.067307017031693678e-22
+5.787792269000005035e+03   +1.490332178908691872e-04   -2.462724569209156925e-21   +1.490241369627436790e-04   +1.685022073669423001e-21   -3.208790834966511735e-09   -2.598945346966987897e-23   +1.490209281719087229e-04   +1.659032620199753213e-21
+7.441447203000003356e+03   +1.491489611515337856e-04   -3.888512477698668680e-22   +1.491488983739825075e-04   +3.629278312518757811e-21   -3.311004707605666971e-11   -1.541740904889384343e-27   +1.491488652639354413e-04   +3.629276770777852941e-21
+9.095102137000005314e+03   +1.491496467124179431e-04   -3.888512477698668680e-22   +1.491496465995370471e-04   +1.555404991079467472e-21   -8.447037999009990902e-14   -6.998788317058226942e-29   +1.491496465150666661e-04   +1.555404921091584246e-21
+1.074875707100000363e+04   +1.491496478443020532e-04   +1.555404991079467472e-21   +1.491496478442487646e-04   -3.888512477698668680e-22   -5.560579686032557030e-17   +2.968261576673646259e-31   +1.491496478441931722e-04   -3.888512474730407206e-22
+1.240241200500000559e+04   +1.491496478448239881e-04   -3.888512477698668680e-22   +1.491496478448240152e-04   +1.555404991079467472e-21   -9.657373252079941669e-21   -2.629143219157292709e-35   +1.491496478448240152e-04   +1.555404991079441141e-21
+1.405606693900000391e+04   +1.491496478448240423e-04   +1.425787908489511944e-21   +1.491496478448240694e-04   -5.184683303598224907e-22   -4.484119675763419418e-25   -9.968802483579537855e-40   +1.491496478448240694e-04   -5.184683303598224907e-22
+1.570972187300000223e+04   +1.491496478448240423e-04   +1.425787908489511944e-21   +1.491496478448240694e-04   -5.184683303598224907e-22   -5.614285071825924507e-30   +8.256487596182018703e-46   +1.491496478448240694e-04   -5.184683303598224907e-22
+1.736337680700000783e+04   +1.491496478448240423e-04   +1.425787908489511944e-21   +1.491496478448240694e-04   -5.184683303598224907e-22   -1.906598956196680006e-35   +1.639531077135809965e-50   +1.491496478448240694e-04   -5.184683303598224907e-22
+1.901703174100000615e+04   +1.491496478448240423e-04   +1.425787908489511944e-21   +1.491496478448240694e-04   -5.184683303598224907e-22   -1.763596391907167966e-41   -2.681210345617915282e-57   +1.491496478448240694e-04   -5.184683303598224907e-22
+2.067068667500000447e+04   +1.491496478448240423e-04   +1.425787908489511944e-21   +1.491496478448240694e-04   -5.184683303598224907e-22   +1.123531422115539137e-50   -1.549994622042311174e-66   +1.491496478448240694e-04   -5.184683303598224907e-22
