# Original data was compressed by a factor of 5000; data points taken in the publication are the last data points, those are identical with the original data 
# t                         j_E_dir                     j_ortho                     j_intra_E_dir               j_intra_ortho               dtP_E_dir                   dtP_ortho                   j_intra_plus_dtP_E_dir      j_intra_plus_dtP_ortho     
-2.067068667499999719e+04   -1.357968590931806735e-21   -1.576236307924281344e-20   -1.790462532455978358e-21   -1.569292535642676845e-20   -4.216691316712066261e-31   +2.438962844875691697e-32   -1.790462532877647554e-21   -1.569292535640237836e-20
-1.901703174099999887e+04   -1.357968590931806735e-21   -1.576236307924281344e-20   -1.790462532455978358e-21   -1.569292535642676845e-20   -1.481345033608311063e-44   -3.006502843626067294e-59   -1.790462532455978358e-21   -1.569292535642676845e-20
-1.736337680699999692e+04   -1.357968590931806735e-21   -1.576236307924281344e-20   -1.790462532455978358e-21   -1.569292535642676845e-20   -1.636935011375705414e-38   -5.280789563730551943e-53   -1.790462532455978358e-21   -1.569292535642676845e-20
-1.570972187299999678e+04   -1.357968590936514167e-21   -1.576236307924281344e-20   -1.790462532455978358e-21   -1.569292535642676845e-20   -4.931924062681838060e-33   +1.323245139248638171e-47   -1.790462532460910168e-21   -1.569292535642676845e-20
-1.405606693899999664e+04   -1.357968977554481046e-21   -1.576236307924281344e-20   -1.790462532455978358e-21   -1.569292535642676845e-20   -4.033700108791288535e-28   +2.806495387508666007e-43   -1.790462935825989146e-21   -1.569292535642676845e-20
-1.240241200499999650e+04   -1.414282709125796589e-21   -1.576236307924281344e-20   -1.826266358283002870e-21   -1.569292535642676845e-20   -8.901384092544895527e-24   +2.897854606654065945e-38   -1.835167742375547627e-21   -1.569292535642676845e-20
-1.074875707099999636e+04   -5.890930864703409725e-19   -1.527629901953055271e-20   -5.332305822790004570e-19   -1.680392892148355442e-20   -5.253774814698523074e-20   +5.048574998753875361e-35   -5.857683304259857118e-19   -1.680392892148350326e-20
-9.095102136999996219e+03   -1.239410899895426423e-15   -1.513742386406627234e-20   -1.151702561422944433e-15   -1.562348771546232180e-20   -8.183051792089949302e-17   -4.493679369391705979e-32   -1.233533079343844024e-15   -1.562348771550725916e-20
-7.441447202999996080e+03   -7.289851418765354029e-13   -1.541845991421757114e-20   -6.931456433535570706e-13   -1.696310218177640161e-20   -3.289305405419558194e-14   +5.053229987819074055e-29   -7.260386974077526399e-13   -1.696310213124410149e-20
-5.787792268999995940e+03   -1.196493456358072322e-10   -1.515493577166615902e-20   -1.159877823435935113e-10   -1.531878745559636861e-20   -3.272398537008064254e-12   +3.477477116913306933e-26   -1.192601808806015756e-10   -1.531875268082520025e-20
-4.134137334999995801e+03   -5.482629118897426071e-09   -1.588581139861886409e-20   -5.396397852431816945e-09   -1.538788092095629088e-20   -7.314809246427001887e-11   +3.384728221572191310e-25   -5.469545944896086705e-09   -1.538754244813413344e-20
-2.480482400999997481e+03   -7.018891493052810806e-08   -1.566929994827550239e-20   -6.983064716400623996e-08   -1.423109421066791801e-20   -2.558657593959424130e-10   -5.695130834833922043e-24   -7.008651292340217974e-08   -1.423678934150275256e-20
-8.268274669999955222e+02   -2.517556219922065821e-07   -1.537859724459375904e-20   -2.519638117418257326e-07   -1.597573602667318424e-20   +3.317244094597487147e-10   -5.706443609006162511e-26   -2.516320873323659719e-07   -1.597579309110927537e-20
