# Original data was compressed by a factor of 5000; data points taken in the publication are the last data points, those are identical with the original data 
# t                         j_E_dir                     j_ortho                     j_intra_E_dir               j_intra_ortho               dtP_E_dir                   dtP_ortho                   j_intra_plus_dtP_E_dir      j_intra_plus_dtP_ortho     
-2.067068667499999719e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +6.390219314036644147e-51   +8.154149564191926637e-68   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.860361800749999747e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   -2.555984032166791839e-40   +6.096294560284611847e-56   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.653654933999999776e+04   +2.389905373943336438e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   -5.015716621409010254e-33   -1.215035049784528127e-48   +2.058211407977490495e-21   -3.749637032066572880e-21
-1.446948067249999804e+04   +2.389876070923378226e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   -1.289845736228722288e-26   -7.761401977536420342e-43   +2.058198509525143819e-21   -3.749637032066572880e-21
-1.240241200499999650e+04   -5.202011924589954088e-20   -2.499758021377715003e-21   -4.087708554513395929e-20   -3.124697526722144318e-21   -4.302192368076041704e-21   +6.025615301055114534e-36   -4.517927791321000250e-20   -3.124697526722138299e-21
-1.033534333749999678e+04   -3.132399407301808841e-15   -2.499758021355488191e-21   -2.576954969579566017e-15   -2.499758021377715379e-21   -1.831151484239761053e-16   -7.981102898948838550e-31   -2.760070118003542024e-15   -2.499758022175825638e-21
-8.268274669999997059e+03   -2.433364440297898618e-11   -2.499757873819342683e-21   -2.088130058728344976e-11   -4.999516042755412702e-21   -9.670783787115045048e-13   +2.410346687711648831e-27   -2.184837896599495285e-11   -4.999513632408724880e-21
-6.201206002499997339e+03   -2.560409196087074230e-08   -3.124594588289270955e-21   -2.290007659771474930e-08   -2.499758002753066651e-21   -5.994838061300745848e-10   +9.935519001532504911e-25   -2.349956040384482233e-08   -2.498764450852913401e-21
-4.134137334999995801e+03   -3.668135807232944707e-06   -3.112949396372651711e-21   -3.412955635885148455e-06   -3.124697526722144318e-21   -3.907251286645298926e-08   +3.203412433180426270e-22   -3.452028148751601325e-06   -2.804356283404101596e-21
-2.067068667499996081e+03   -4.054288927895928734e-05   -1.171761572520804025e-22   -3.566149609836281881e-05   +7.811743816805360559e-23   -1.625761135280534144e-07   -8.503067103741591496e-22   -3.582407221189087354e-05   -7.721892722061055322e-22
+3.637978807091712952e-12   -8.574667105134899819e-05   +2.109170830537447292e-21   -8.580210048456953409e-05   +7.030569435124824620e-22   +6.686041809009832952e-07   +4.797737515131973970e-22   -8.513349630366854497e-05   +1.182830695025679859e-21
+2.067068667500003357e+03   +1.624167453770254197e-05   -1.249879010688857689e-21   +1.329470286983302989e-05   +1.562348763361072159e-21   -9.031149780165884491e-08   +4.723926168745328274e-21   +1.320439137203137049e-05   +6.286274932106400621e-21
+4.134137335000003077e+03   +7.083887213302872030e-05   -2.187288268705500909e-21   +7.065091469815272041e-05   -4.687046290083216288e-21   -4.041353103188632352e-08   +2.509585777145955810e-22   +7.061050116712082737e-05   -4.436087712368620660e-21
+6.201206002500002796e+03   +7.432962958429806537e-05   -2.343523145041608144e-21   +7.432794384582709212e-05   -3.593402155730465645e-21   -6.630809067419245469e-10   +2.306604574582680017e-26   +7.432728076492035462e-05   -3.593379089684720126e-21
+8.268274670000002516e+03   +7.435261181538277550e-05   -2.187288268705500909e-21   +7.435261002899535838e-05   -2.187288268705500909e-21   -1.126439977241168302e-12   +1.756983953303131393e-27   +7.435260890255537976e-05   -2.187286511721547513e-21
+1.033534333750000224e+04   +7.435263253788386960e-05   -2.187288268705500909e-21   +7.435263253765072547e-05   -2.187288268705500909e-21   -2.237221462729568609e-16   +1.897283979021372629e-31   +7.435263253742700035e-05   -2.187288268515772360e-21
+1.240241200500000559e+04   +7.435263254042876315e-05   -2.187288268705500909e-21   +7.435263254042879025e-05   -3.437167279394358411e-21   -5.496074688214821821e-21   -5.538309848699538161e-36   +7.435263254042879025e-05   -3.437167279394363677e-21
+1.446948067250000167e+04   +7.435263254042881736e-05   -2.187288268705500909e-21   +7.435263254042885801e-05   -3.280932403058251552e-21   -1.717682174626453184e-26   +1.520502020029836957e-41   +7.435263254042885801e-05   -3.280932403058251552e-21
+1.653654934000000503e+04   +7.435263254042881736e-05   -2.187288268705500909e-21   +7.435263254042885801e-05   -3.280932403058251552e-21   -6.940560722788327744e-33   +9.768850354752112814e-48   +7.435263254042885801e-05   -3.280932403058251552e-21
+1.860361800750000111e+04   +7.435263254042881736e-05   -2.187288268705500909e-21   +7.435263254042885801e-05   -3.280932403058251552e-21   -3.662925267198382073e-40   -7.960707005563486854e-56   +7.435263254042885801e-05   -3.280932403058251552e-21
+2.067068667500000447e+04   +7.435263254042881736e-05   -2.187288268705500909e-21   +7.435263254042885801e-05   -3.280932403058251552e-21   +6.413277411613206631e-51   +1.206585353771002768e-67   +7.435263254042885801e-05   -3.280932403058251552e-21
