# Original data was compressed by a factor of 5000; data points taken in the publication are the last data points, those are identical with the original data 
# t                         j_E_dir                     j_ortho                     j_intra_E_dir               j_intra_ortho               dtP_E_dir                   dtP_ortho                   j_intra_plus_dtP_E_dir      j_intra_plus_dtP_ortho     
-2.067068667499999719e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +2.210069031108556864e-38   -9.320061926423323895e-54   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.963715234124999552e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.860361800749999747e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.757008367374999580e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.653654933999999776e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.550301500624999608e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.446948067249999804e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.343594633874999636e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.240241200499999650e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.136887767124999664e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.033534333749999678e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-9.301809003749996918e+03   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-8.268274669999997059e+03   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-7.234740336249997199e+03   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-6.201206002499997339e+03   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-5.167671668749997480e+03   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-4.134137334999995801e+03   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-3.100603001249997760e+03   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +0.000000000000000000e+00   +0.000000000000000000e+00   +2.058211407982506189e-21   -3.749637032066572880e-21
-2.067068667499996081e+03   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +5.539632653716845570e-53   -1.583476668625100362e-68   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.033534333749998041e+03   -1.920103473477228883e-19   -3.124697526722142437e-21   -3.024060295832206177e-20   -4.374576537411001819e-21   -1.604796633040749559e-19   +1.486301800235985185e-35   -1.907202662623970117e-19   -4.374576537410986772e-21
+3.637978807091712952e-12   -4.338106603736166973e-09   -2.499452577140493493e-21   -5.077817414771219534e-09   -2.499757872380526313e-21   +2.270173505897576609e-09   -2.028658723336541196e-23   -2.807643908873642926e-09   -2.520044459613891598e-21
+1.033534333750001679e+03   -1.918640990068799806e-13   -3.749632860145284294e-21   +2.947741406054823927e-18   -4.374575941422246306e-21   -1.093173431852224960e-13   +2.435330178151746479e-25   -1.093143954438164404e-13   -4.374332408404431069e-21
+2.067068667500003357e+03   +1.880657518063668538e-14   -3.124697228727766561e-21   +2.980104915606953834e-18   -3.124697228727766561e-21   +1.742742465110058979e-14   -4.593163097995407954e-27   +1.743040475601619654e-14   -3.124701821890864510e-21
+3.100603001250001398e+03   -1.013805282640828101e-15   -1.874817622050153172e-21   +2.980104915606953834e-18   -3.124697228727766561e-21   -1.051953374260528146e-15   +4.215678153973958678e-28   -1.048973269344921194e-15   -3.124696807159951050e-21
+4.134137335000003077e+03   +4.521120495241777535e-17   -3.124697526722144318e-21   +2.980104915606953834e-18   -3.124697228727766561e-21   +4.907109661444644885e-17   +6.142234479082218672e-31   +5.205120153005340114e-17   -3.124697228113543115e-21
