# Original data was compressed by a factor of 5000; data points taken in the publication are the last data points, those are identical with the original data 
# t                         j_E_dir                     j_ortho                     j_intra_E_dir               j_intra_ortho               dtP_E_dir                   dtP_ortho                   j_intra_plus_dtP_E_dir      j_intra_plus_dtP_ortho     
-2.067068667499999719e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +5.990492411222767599e-35   -5.575125088127399052e-47   +2.058211407982565998e-21   -3.749637032066572880e-21
-1.963715234124999552e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   -2.312373259409041854e-46   -1.482093442121679375e-60   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.860361800749999747e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   -1.459717831670121751e-42   +7.866144635612095785e-58   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.757008367374999580e+04   +2.389905373953889932e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +2.657912896609311396e-38   -1.862399962984165404e-53   +2.058211407982506189e-21   -3.749637032066572880e-21
-1.653654933999999776e+04   +2.389905373953769186e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   -1.026083128266853490e-34   -7.032195614696980465e-50   +2.058211407982403497e-21   -3.749637032066572880e-21
-1.550301500624999608e+04   +2.389905374091797801e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +9.597983584402489193e-32   +3.557998511742034209e-46   +2.058211408078485961e-21   -3.749637032066572880e-21
-1.446948067249999804e+04   +2.389905488749303499e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   +1.328339556180793295e-28   +2.010845876172430001e-44   +2.058211540816461733e-21   -3.749637032066572880e-21
-1.343594633874999636e+04   +2.389618394573607436e-21   -2.499758021377715379e-21   +2.058211407982506189e-21   -3.749637032066572880e-21   -2.555137106954805502e-25   -1.958287797916223325e-40   +2.057955894271810573e-21   -3.749637032066572880e-21
-1.240241200499999650e+04   +3.137777196166794074e-21   -2.499758021377715379e-21   +2.959460836222140141e-21   -3.749637032066572880e-21   +1.185440766340125430e-22   -2.404790483143799397e-37   +3.078004912856152708e-21   -3.749637032066572880e-21
-1.136887767124999664e+04   -2.656414245693770822e-19   -2.499758021377713498e-21   -2.443960505142483015e-19   -2.499758021377715379e-21   -1.013761774287731347e-20   -1.360395270012253201e-35   -2.545336682571256044e-19   -2.499758021377728920e-21
