# Original data was compressed by a factor of 5000; data points taken in the publication are the last data points, those are identical with the original data 
# t                         j_E_dir                     j_ortho                     j_intra_E_dir               j_intra_ortho               dtP_E_dir                   dtP_ortho                   j_intra_plus_dtP_E_dir      j_intra_plus_dtP_ortho     
-2.067068667499999719e+04   +1.302580795687012519e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   -4.107806833875227578e-29   +8.307342606565466477e-41   +1.298550514114450659e-19   +1.036936660719644981e-20
-1.984385920799999803e+04   +1.302580795687012519e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   +4.272563847929726401e-43   -2.542229843882898530e-57   +1.298550514525231294e-19   +1.036936660719644981e-20
-1.901703174099999887e+04   +1.302580795687012519e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   +6.994187584542746628e-40   -2.122471658116220310e-54   +1.298550514525231294e-19   +1.036936660719644981e-20
-1.819020427399999608e+04   +1.302580795687012519e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   +8.264427443171774188e-37   -7.484820927713542502e-52   +1.298550514525231294e-19   +1.036936660719644981e-20
-1.736337680699999692e+04   +1.302580795687020463e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   +7.044683804232202219e-34   +2.355157819894375764e-48   +1.298550514525238275e-19   +1.036936660719644981e-20
-1.653654933999999776e+04   +1.302580795692310511e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   +4.329052764283070514e-31   -1.444893463094014995e-45   +1.298550514529560303e-19   +1.036936660719644981e-20
-1.570972187299999678e+04   +1.302580798062062345e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   +1.916325989363904533e-28   +1.906518841901268920e-42   +1.298550516441557348e-19   +1.036936660719644981e-20
-1.488289440599999580e+04   +1.302581562871170807e-19   +1.036936660719644981e-20   +1.298550514525231294e-19   +1.036936660719644981e-20   +6.105140840282827673e-26   -6.046287549688431378e-41   +1.298551125039315208e-19   +1.036936660719644981e-20
-1.405606693899999664e+04   +1.302921253842695923e-19   +1.036936660719644981e-20   +1.298712535878468672e-19   +1.036936660719644981e-20   +1.398312299857288283e-23   +3.670098459069795293e-38   +1.298852367108454408e-19   +1.036936660719644981e-20
-1.322923947199999748e+04   +1.477007576031869679e-19   +9.332429946476804081e-21   +1.443012803605567776e-19   +1.036936660719644981e-20   +2.299512239284959420e-21   -7.560214903818275452e-36   +1.466007925998417261e-19   +1.036936660719644229e-20
-1.240241200499999650e+04   +2.541747880256839315e-18   +1.036936660719642273e-20   +2.155234369234388084e-18   +1.140630326791609555e-20   +2.710898617859685272e-19   +1.051234003560205455e-33   +2.426324231020356418e-18   +1.140630326791714729e-20
-1.157558453799999734e+04   +2.291967477454410552e-16   +1.036936660719401983e-20   +1.958587574365222053e-16   +1.036936660719644981e-20   +2.286677742416335003e-17   -3.166056956770607924e-32   +2.187255348606855585e-16   +1.036936660716478933e-20
-1.074875707099999636e+04   +1.572547955796758130e-14   +1.036936660704335193e-20   +1.366553078550321839e-14   +1.036936660719644981e-20   +1.376800788852515890e-15   -9.975429174409016810e-31   +1.504233157435573309e-14   +1.036936660619890688e-20
-9.921929603999997198e+03   +7.796549976078105043e-13   +9.332429939123555405e-21   +6.887130050902331250e-13   +9.332429946476804081e-21   +5.899097529633523702e-14   +4.945569045467656601e-28   +7.477039803865683494e-13   +9.332430441033709356e-21
-9.095102136999996219e+03   +2.788983530804532216e-11   +9.332429701516385678e-21   +2.502956701997569632e-11   +1.036936660719644229e-20   +1.791491099428679823e-12   +1.307876955293069692e-26   +2.682105811940437534e-11   +1.036937968596599509e-20
-8.268274669999997059e+03   +7.189195372946919029e-10   +9.332424321493951094e-21   +6.550736304610471390e-10   +1.036936660719173430e-20   +3.835494348292261325e-11   +3.940489484440175643e-26   +6.934285739439697523e-10   +1.036940601208657859e-20
-7.441447202999996080e+03   +1.333136021180456654e-08   +1.036927266846970620e-20   +1.232511410056559748e-08   +1.036936660623072685e-20   +5.745532828968075748e-10   -2.029449324415145590e-24   +1.289966738346240588e-08   +1.036733715690631125e-20
-6.614619735999996919e+03   +1.776392695982026887e-07   +9.331295431111194812e-21   +1.665226451844333751e-07   +1.036936642177772648e-20   +5.955883302719892825e-09   -6.896496727982649856e-23   +1.724785284871532654e-07   +1.030040145449790004e-20
-5.787792268999995940e+03   +1.709269076085940746e-06   +1.036005512610463060e-20   +1.623737472381703534e-06   +1.036935869599756193e-20   +4.234960841484910261e-08   +5.241306117815660648e-22   +1.666087080796552703e-06   +1.089348930777912734e-20
-4.960964801999996780e+03   +1.132309500869570940e-05   +9.277241423030299592e-21   +1.076337525459100153e-05   +1.036873371128536631e-20   +3.076360108848614379e-07   -2.476233983598919022e-22   +1.107101126547586318e-05   +1.012111031292547511e-20
-4.134137334999995801e+03   +3.766926696634745390e-05   -9.008387240001915447e-21   +3.291816681121392259e-05   -7.760822820073592403e-21   +5.237533812978343045e-07   -1.001393615673400391e-19   +3.344192019251175478e-05   -1.079001843874136285e-19
-3.307309867999996641e+03   +1.242367596610448246e-04   -2.754363005036556996e-20   +1.147690923276327473e-04   -2.487027772194773572e-20   +8.529250986853729050e-07   -2.021280527496336782e-19   +1.156220174263181182e-04   -2.269983304715814019e-19
-2.480482400999997481e+03   +3.305238759303921769e-04   -3.428371834504326196e-20   +3.187861065424562202e-04   -2.514571402245138986e-20   +8.591025863344074103e-08   -2.743376382447766857e-21   +3.188720168010896459e-04   -2.788909040489915521e-20
