# Original data was compressed by a factor of 5000; data points taken in the publication are the last data points, those are identical with the original data 
# t                         j_E_dir                     j_ortho                     j_intra_E_dir               j_intra_ortho               dtP_E_dir                   dtP_ortho                   j_intra_plus_dtP_E_dir      j_intra_plus_dtP_ortho     
-2.067068667499999719e+04   +1.768271910189073403e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   -3.502688076644867169e-37   -6.147886557300806655e-46   +1.774507355699987503e-20   +1.199883850261303231e-20
-1.984385920799999803e+04   +1.768271910189073403e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +6.199461482485467724e-45   -1.080013953325500688e-60   +1.774507355699987503e-20   +1.199883850261303231e-20
-1.901703174099999887e+04   +1.768271910189073403e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +1.015643446652606948e-41   +1.048059638939815110e-56   +1.774507355699987503e-20   +1.199883850261303231e-20
-1.819020427399999608e+04   +1.768271910189073403e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +1.201014152014421932e-38   -1.038495518481478173e-53   +1.774507355699987503e-20   +1.199883850261303231e-20
-1.736337680699999692e+04   +1.768271910189074606e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +1.024520149164118688e-35   +4.502560568080252605e-50   +1.774507355699988406e-20   +1.199883850261303231e-20
-1.653654933999999776e+04   +1.768271910189840164e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +6.300392010622745473e-33   +3.583105369590345599e-48   +1.774507355700617643e-20   +1.199883850261303231e-20
-1.570972187299999678e+04   +1.768271910533988497e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +2.790946990708925171e-30   +1.262406843854402456e-44   +1.774507355979082136e-20   +1.199883850261303231e-20
-1.488289440599999580e+04   +1.768272021684965206e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +8.897683843458485447e-28   +3.071244347659844466e-42   +1.774507444676826070e-20   +1.199883850261303231e-20
-1.405606693899999664e+04   +1.768297860808368651e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +2.039275491574458011e-25   -2.028218385317745475e-40   +1.774527748454903256e-20   +1.199883850261303231e-20
-1.322923947199999748e+04   +1.787849389182482149e-20   +1.199883850261303231e-20   +1.777520456886469638e-20   +1.199883850261303231e-20   +3.355745593687783425e-23   -6.727161204597079392e-38   +1.780876202480157365e-20   +1.199883850261303231e-20
-1.240241200499999650e+04   +5.580633369616233735e-20   +1.199883850261303231e-20   +5.004091492705273303e-20   +9.427658823481668354e-21   +3.958577112439374248e-21   +5.721867356277465556e-36   +5.399949203949210953e-20   +9.427658823481674372e-21
-1.157558453799999734e+04   +3.649200349712130198e-18   +1.028471871652545584e-20   +3.162097366208502127e-18   +9.427658823481668354e-21   +3.341135685427346636e-19   +2.580859867911569735e-33   +3.496210934751236790e-18   +9.427658823484248799e-21
-1.074875707099999636e+04   +2.496896014667619111e-16   +1.028471871652545584e-20   +2.195694780562080568e-16   +1.028471871652545584e-20   +2.012863087265077402e-17   +1.496867292814791643e-31   +2.396981089288588524e-16   +1.028471871667514273e-20
-9.921929603999997198e+03   +1.239552085933472338e-14   +9.427658823481668354e-21   +1.106504810382281418e-14   +1.028471871652545584e-20   +8.629254995468794041e-16   -3.203033292546698333e-30   +1.192797360336969329e-14   +1.028471871332242219e-20
-9.095102136999996219e+03   +4.439987622235106584e-13   +1.199883850261303231e-20   +4.021311977222622680e-13   +1.199883850261303231e-20   +2.622029979953930892e-14   +6.335543826143936503e-29   +4.283514975218015643e-13   +1.199883856596847041e-20
-8.268274669999997059e+03   +1.145959892861300894e-11   +1.199883850261303231e-20   +1.052457394280145922e-11   +1.285589839565682130e-20   +5.616561715281221972e-13   +2.491815001182421083e-27   +1.108623011432958152e-11   +1.285590088747182257e-20
-7.441447202999996080e+03   +2.127604975373212165e-10   +1.199883850261303231e-20   +1.980169007654198948e-10   +1.199883850261303231e-20   +8.417768435424959165e-12   +3.027659848096056293e-26   +2.064346692008448604e-10   +1.199886877921151325e-20
-6.614619735999996919e+03   +2.834915312339211312e-09   +1.028471871652545584e-20   +2.671966435662651254e-09   +1.114177860956924483e-20   +8.729388663287547050e-11   +1.878235153592885435e-25   +2.759260322295526724e-09   +1.114196643308460389e-20
-5.787792268999995940e+03   +2.702197803843315215e-08   +1.199883850261303231e-20   +2.577334807366164486e-08   +1.028471871652545584e-20   +6.154156872242041296e-10   +5.575392771717828592e-24   +2.638876376088584796e-08   +1.029029410929717352e-20
-4.960964801999996780e+03   +1.837652814282598763e-07   +1.199883850261303231e-20   +1.772470237484794227e-07   +1.028471871652545584e-20   +2.859416744958658663e-09   +1.518404839957195959e-23   +1.801064404934380834e-07   +1.029990276492502765e-20
-4.134137334999995801e+03   +8.829694408606689649e-07   +1.028471871652545584e-20   +8.604877459154835561e-07   +1.114177860956924483e-20   +8.223298215041724578e-09   -1.214723871965756767e-22   +8.687110441305253188e-07   +1.102030622237266882e-20
-3.307309867999996641e+03   +2.948261504269269988e-06   +1.028471871652545584e-20   +2.899907574014535210e-06   +8.570598930437880869e-21   +1.245241497981929399e-08   +1.619631829287675377e-22   +2.912359988994354393e-06   +8.732562113366648877e-21
-2.480482400999997481e+03   +6.654772729629680771e-06   +1.114177860956924483e-20   +6.600831946393183402e-06   +1.199883850261303231e-20   +1.114403041144279985e-09   -6.478527317150701506e-22   +6.601946349434327735e-06   +1.135098577089796179e-20
-1.653654933999994682e+03   +9.632693018159575914e-06   +1.199883850261303231e-20   +9.649062650208802420e-06   +1.199883850261303231e-20   -3.711737301043854012e-08   -6.478527317150701506e-22   +9.611945277198364164e-06   +1.135098577089796179e-20
-8.268274669999955222e+02   +7.755767614773117436e-06   +9.427658823481668354e-21   +7.870388674866791111e-06   +1.114177860956924483e-20   -4.110526878745651024e-08   -2.591410926860280602e-21   +7.829283406079334687e-06   +8.550367682708964226e-21
+3.637978807091712952e-12   -1.214271947615688664e-07   +1.114177860956924483e-20   -8.106074320780709730e-09   +1.114177860956924483e-20   -2.767170228837091551e-10   +1.498159442074620444e-21   -8.382791343664418730e-09   +1.263993805164386565e-20
