# Original data was compressed by a factor of 5000; data points taken in the publication are the last data points, those are identical with the original data 
# t                         j_E_dir                     j_ortho                     j_intra_E_dir               j_intra_ortho               dtP_E_dir                   dtP_ortho                   j_intra_plus_dtP_E_dir      j_intra_plus_dtP_ortho     
-2.067068667499999719e+04   +1.768271910189073403e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   -1.588235062255104120e-32   -1.510173219919808571e-44   +1.774507355698399212e-20   +1.199883850261303231e-20
-1.984385920799999803e+04   +1.768271910189073403e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +2.468050069747658194e-44   +1.012632895750638656e-58   +1.774507355699987503e-20   +1.199883850261303231e-20
-1.901703174099999887e+04   +1.768271910189073403e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +4.043349388381175914e-41   +3.288566764935751317e-56   +1.774507355699987503e-20   +1.199883850261303231e-20
-1.819020427399999608e+04   +1.768271910189073403e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +4.781323458531478199e-38   -6.451327574263975948e-53   +1.774507355699987503e-20   +1.199883850261303231e-20
-1.736337680699999692e+04   +1.768271910189077917e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +4.078688177588197827e-35   +1.307750790549751411e-49   +1.774507355699991716e-20   +1.199883850261303231e-20
-1.653654933999999776e+04   +1.768271910192132020e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +2.508231236726040673e-32   +6.976714767303535254e-47   +1.774507355702495726e-20   +1.199883850261303231e-20
-1.570972187299999678e+04   +1.768271911562222333e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +1.111096009635984469e-29   +4.607747265017551147e-45   +1.774507356811083571e-20   +1.199883850261303231e-20
-1.488289440599999580e+04   +1.768272354062217115e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +3.542231739398857817e-27   -1.595884273980248792e-41   +1.774507709923161475e-20   +1.199883850261303231e-20
-1.405606693899999664e+04   +1.768375221465292280e-20   +1.199883850261303231e-20   +1.774507355699987503e-20   +1.199883850261303231e-20   +8.118501959296957163e-25   +1.696901179227024855e-40   +1.774588540719580381e-20   +1.199883850261303231e-20
-1.322923947199999748e+04   +1.891612411242629443e-20   +1.199883850261303231e-20   +1.850671857913839893e-20   +1.199883850261303231e-20   +1.335946383400267266e-22   +7.043338679983099665e-37   +1.864031321747842535e-20   +1.199883850261303231e-20
-1.240241200499999650e+04   +1.694999182900902593e-19   +1.114177860956924483e-20   +1.466765102991193372e-19   +1.028471871652545584e-20   +1.575937933651193753e-20   -7.151453678914824307e-35   +1.624358896356312778e-19   +1.028471871652538362e-20
-1.157558453799999734e+04   +1.447635690795037443e-17   +1.114177860956924483e-20   +1.253694908047940992e-17   +1.028471871652545584e-20   +1.330130074160622787e-18   -3.805349268403189495e-33   +1.386707915464003213e-17   +1.028471871652165062e-20
-1.074875707099999636e+04   +9.939797371273571752e-16   +1.114177860956924483e-20   +8.740686856132935621e-16   +1.114177860956924483e-20   +8.013352283828049379e-17   -2.959480498845660333e-31   +9.542022084515741176e-16   +1.114177860927329710e-20
