# f/f0                      Re(j_E_dir)                 Im(j_E_dir)                 Re(j_ortho)                 Im(j_ortho)                 I_E_dir                     I_ortho                    
+1.271536422715398089e+02   -4.288669609633309984e-13   +3.345563162496813650e-14   +1.799841266839162962e-12   -8.086619015759281005e-13   +1.417172139717664821e-34   +2.981723803630077215e-33
+1.271736412715825111e+02   -4.045626137200605441e-13   +3.234059664240262813e-14   +1.887725636324214843e-12   -8.271867413191647486e-13   +1.261877254784990199e-34   +3.254150945327123131e-33
+1.271936402716252132e+02   -3.735172184875036108e-13   +3.106024949466482471e-14   +1.974495011610492526e-12   -8.427261404795948137e-13   +1.076539023720050131e-34   +3.531874688431424835e-33
+1.272136392716679438e+02   -3.358526799604838998e-13   +2.990620338923997914e-14   +2.059836804511890585e-12   -8.557141931037551435e-13   +8.715251528407558943e-35   +3.813823672502369299e-33
+1.272336382717106602e+02   -2.918282228594125947e-13   +2.920764794122911470e-14   +2.143501405122291613e-12   -8.665729587960120464e-13   +6.595870332577458530e-35   +4.099028948179558802e-33
+1.272536372717533624e+02   -2.418380425316897703e-13   +2.932350084789785052e-14   +2.225296970461751612e-12   -8.756990513143295618e-13   +4.552114669717975102e-35   +4.386618991293723727e-33
+1.272736362717960645e+02   -1.863956168574047391e-13   +3.061565820271364259e-14   +2.305082557251309170e-12   -8.834523886153358268e-13   +2.737754734758279837e-35   +4.675808581989520067e-33
+1.272936352718387809e+02   -1.261396537866387018e-13   +3.344192010586825312e-14   +2.382760073509097297e-12   -8.901473780129905359e-13   +1.307079831164497526e-35   +4.965882303948920623e-33
+1.273136342718814831e+02   -6.182032219426597271e-14   +3.813778500794462145e-14   +2.458265529119166415e-12   -8.960466879329342460e-13   +4.050974915932835481e-36   +5.256173689400369647e-33
+1.273336332719241994e+02   +5.722245099761809307e-15   +4.500009786773000588e-14   +2.531560045680073280e-12   -9.013576350080331398e-13   +1.580390563034774433e-36   +5.546041262281683480e-33
+1.273536322719669016e+02   +7.556643721007248942e-14   +5.427514564788484776e-14   +2.602621043868719066e-12   -9.062310978354185822e-13   +6.650109099100496739e-36   +5.834842891558281204e-33
+1.273736312720096038e+02   +1.467294162194763014e-13   +6.614953283333294183e-14   +2.671433966513937870e-12   -9.107627622179972745e-13   +1.990821548761439821e-35   +6.121909939943191549e-33
+1.273936302720523202e+02   +2.181935457303943860e-13   +8.073649366109932688e-14   +2.737984822579431199e-12   -9.149964121302833734e-13   +4.160952533920216930e-35   +6.406522667333664405e-33
+1.274136292720950223e+02   +2.889237059360237809e-13   +9.807061461737814057e-14   +2.802253756810970675e-12   -9.189289101218981294e-13   +7.158827896235051067e-35   +6.687888220082512485e-33
+1.274336282721377245e+02   +3.578888373994303453e-13   +1.181052246737405427e-13   +2.864209767414649418e-12   -9.225164634262330359e-13   +1.092554494689894738e-34   +6.965122314545943064e-33
+1.274536272721804409e+02   +4.240925250360821766e-13   +1.407087962753078645e-13   +2.923806615044017705e-12   -9.256817493801645977e-13   +1.536264977602953669e-34   +7.237235425324673569e-33
+1.274736262722231430e+02   +4.865895909597330091e-13   +1.656646311911991115e-13   +2.980979895172792887e-12   -9.283214761538758275e-13   +2.033676074393101263e-34   +7.503123943871362486e-33
+1.274936252722658452e+02   +5.445064474531025532e-13   +1.926768616615684883e-13   +3.035645186404721127e-12   -9.303139810378154271e-13   +2.568639076729540696e-34   +7.761566417108427107e-33
+1.275136242723085616e+02   +5.970658216639844393e-13   +2.213738916361579139e-13   +3.087697142106155871e-12   -9.315265159723155677e-13   +3.123075981778777624e-34   +8.011224645688831607e-33
+1.275336232723512637e+02   +6.436030570464247321e-13   +2.513159340061251663e-13   +3.137009363579884102e-12   -9.318219347482662285e-13   +3.677923903435296749e-34   +8.250649152686058961e-33
+1.275536222723939659e+02   +6.835742081905430878e-13   +2.820076798765601973e-13   +3.183434880255575915e-12   -9.310645734078411904e-13   +4.214059408992443841e-34   +8.478288353420301809e-33
+1.275736212724366823e+02   +7.165786548754488677e-13   +3.129060494514412407e-13   +3.226807065427408728e-12   -9.291251991800606065e-13   +4.713339359626616861e-34   +8.692500682757048569e-33
+1.275936202724793844e+02   +7.423565947227432281e-13   +3.434345630223208755e-13   +3.266940833269232378e-12   -9.258849878312595216e-13   +5.159354213318032797e-34   +8.891568971283120007e-33
+1.276136192725221008e+02   +7.607988627711216726e-13   +3.729961229609842508e-13   +3.303633991740536169e-12   -9.212385686960696842e-13   +5.538188857941086518e-34   +9.073716496627319708e-33
+1.276336182725648030e+02   +7.719455164937041238e-13   +4.009873503944125053e-13   +3.336668663417912990e-12   -9.150962454317616444e-13   +5.838933414512689248e-34   +9.237124348774846153e-33
+1.276536172726075336e+02   +7.759840960137144779e-13   +4.268137807705592584e-13   +3.365812728704077353e-12   -9.073855541342195097e-13   +6.054039022161001740e-34   +9.379950007166643475e-33
+1.276736162726502357e+02   +7.732364542707130205e-13   +4.498976833707524589e-13   +3.390821289519083475e-12   -8.980523554195133331e-13   +6.179330983950085097e-34   +9.500347295419971778e-33
+1.276936152726929521e+02   +7.641535367945140464e-13   +4.697035003511511037e-13   +3.411438192729353050e-12   -8.870616713763334957e-13   +6.214088461482638417e-34   +9.596488117775037482e-33
+1.277136142727356543e+02   +7.492985699019531374e-13   +4.857398014898773841e-13   +3.427397687771981665e-12   -8.743984713853460506e-13   +6.160712431467908461e-34   +9.666586553614323663e-33
+1.277336132727783564e+02   +7.293291211683574158e-13   +4.975713324073461698e-13   +3.438426319152353914e-12   -8.600685837388467941e-13   +6.024353586963337810e-34   +9.708925962388310391e-33
+1.277536122728210728e+02   +7.049769599790255725e-13   +5.048403012980315366e-13   +3.444245169374804321e-12   -8.440998652615610839e-13   +5.812542372873596218e-34   +9.721889710082259952e-33
+1.277736112728637750e+02   +6.770275408916954574e-13   +5.072644791900654798e-13   +3.444572569802794732e-12   -8.265437025482783548e-13   +5.534626437302328496e-34   +9.703995960297043046e-33
+1.277936102729064771e+02   +6.462946837763371635e-13   +5.046441224986756177e-13   +3.439127385218370727e-12   -8.074768508107049637e-13   +5.201237815573569883e-34   +9.653936681039846266e-33
+1.278136092729491935e+02   +6.136009516045298271e-13   +4.968774134155709194e-13   +3.427632952668481923e-12   -7.870035451747238962e-13   +4.823932985184409683e-34   +9.570620618329526858e-33
+1.278336082729918957e+02   +5.797495425338039464e-13   +4.839554881735838255e-13   +3.409821717684213816e-12   -7.652577503787423204e-13   +4.414642130256808796e-34   +9.453219507894302877e-33
+1.278536072730346120e+02   +5.455059400114364020e-13   +4.659605067469744490e-13   +3.385440563175424154e-12   -7.424053538743879792e-13   +3.985305737311754172e-34   +9.301216275522880165e-33
+1.278736062730773142e+02   +5.115686457010790845e-13   +4.430796460399178682e-13   +3.354256771059527287e-12   -7.186460594929947290e-13   +3.547587844695589591e-34   +9.114453461930401349e-33
+1.278936052731200164e+02   +4.785627099926970027e-13   +4.155849022880113956e-13   +3.316064497460311244e-12   -6.942147084018322277e-13   +3.112577663310501029e-34   +8.893179650571748830e-33
+1.279136042731627327e+02   +4.470108553896746280e-13   +3.838315276447428086e-13   +3.270691583053711729e-12   -6.693817441845917457e-13   +2.690479976195520470e-34   +8.638091327744617758e-33
+1.279336032732054349e+02   +4.173234118486678518e-13   +3.482591554620445708e-13   +3.218006465030702857e-12   -6.444525512853615310e-13   +2.290489516141320501e-34   +8.350367409382716317e-33
+1.279536022732481371e+02   +3.897964524879846836e-13   +3.093739444069192645e-13   +3.157924910362696509e-12   -6.197654310284328084e-13   +1.920589138910293442e-34   +8.031693663646108614e-33
+1.279736012732908534e+02   +3.645908358484581191e-13   +2.677318277767975096e-13   +3.090416255496316619e-12   -5.956880356971470689e-13   +1.587251730378824549e-34   +7.684274463539170949e-33
+1.279936002733335556e+02   +3.417368390318153139e-13   +2.239318346346496009e-13   +3.015508818613952080e-12   -5.726121560232838026e-13   +1.295372384950905890e-34   +7.310829722036592635e-33
+1.280135992733762578e+02   +3.211436076824351841e-13   +1.786008122569859388e-13   +2.933294149747085779e-12   -5.509468468933172113e-13   +1.048171015348160299e-34   +6.914575476976630165e-33
+1.280335982734189599e+02   +3.025932306273624862e-13   +1.323629906476696290e-13   +2.843929802876475612e-12   -5.311099750577476793e-13   +8.470097787043415607e-35   +6.499187368979044075e-33
+1.280535972734616905e+02   +2.857496282655359429e-13   +8.584119897248144760e-14   +2.747640353114066812e-12   -5.135183753291439585e-13   +6.914546755949669388e-35   +6.068747142006788502e-33
+1.280735962735043927e+02   +2.701798134551218442e-13   +3.962717170336572737e-14   +2.644716440307622682e-12   -4.985769019025318775e-13   +5.793665419703551549e-35   +5.627673231279465549e-33
+1.280935952735471233e+02   +2.553630453320472163e-13   -5.743549817855842976e-15   +2.535511695877540378e-12   -4.866667527634445535e-13   +5.070788725391341685e-35   +5.180637421045503050e-33
+1.281135942735898254e+02   +2.407139502979633404e-13   -4.979270965599934846e-14   +2.420437499142534706e-12   -4.781335216377146956e-13   +4.697580245266708659e-35   +4.732470391256921827e-33
+1.281335932736325276e+02   +2.255960770757555484e-13   -9.212766644747098437e-14   +2.299955608587278706e-12   -4.732754882945333316e-13   +4.618055734262260340e-35   +4.288059671901776694e-33
+1.281535922736752298e+02   +2.093496962382568857e-13   -1.324608100778044207e-13   +2.174568817426719448e-12   -4.723326898724290249e-13   +4.774468232536468242e-35   +3.852244043730156427e-33
+1.281735912737179319e+02   +1.913093415928207469e-13   -1.705885767011046224e-13   +2.044809885896578625e-12   -4.754773202055571463e-13   +5.112644693576822231e-35   +3.429708736915334273e-33
+1.281935902737606625e+02   +1.708541963468973809e-13   -2.064449109169458032e-13   +1.911229099243062300e-12   -4.828059792445495189e-13   +5.589931285209959142e-35   +3.024885872854937444e-33
+1.282135892738033647e+02   +1.473604213063505443e-13   -2.400786068389480281e-13   +1.774380884832436093e-12   -4.943342405792951403e-13   +6.178961461684672789e-35   +2.641864470349593483e-33
+1.282335882738460668e+02   +1.203004317220262180e-13   -2.716468431449540398e-13   +1.634809989081204381e-12   -5.099939233760477344e-13   +6.875006751938691904e-35   +2.284314007381536261e-33
+1.282535872738887690e+02   +8.922756735039022086e-14   -3.014350703677095174e-13   +1.493037760777781478e-12   -5.296333489080580294e-13   +7.699975028682902473e-35   +1.955425011401377347e-33
+1.282735862739314712e+02   +5.377620351473746572e-14   -3.298333293621169876e-13   +1.349549108613938938e-12   -5.530207359235727009e-13   +8.704467969357067010e-35   +1.657869464669513850e-33
+1.282935852739742018e+02   +1.369796404437755472e-14   -3.573173247987902414e-13   +1.204780695461271533e-12   -5.798507491942053453e-13   +9.968751104496027187e-35   +1.393782977674020659e-33
+1.283135842740169039e+02   -3.111490208707096460e-14   -3.844442479703660609e-13   +1.059110899583161992e-12   -6.097540684985559032e-13   +1.160199015017950172e-34   +1.164769724191824699e-33
+1.283335832740596061e+02   -8.067571873222296822e-14   -4.118260381068877921e-13   +9.128520145018237763e-13   -6.423096984184940251e-13   +1.373876737807686503e-34   +9.719300697653300019e-34
+1.283535822741023082e+02   -1.348393463530893076e-13   -4.401115301595466960e-13   +7.662450769525025592e-13   -6.770596002294277277e-13   +1.653447854959008997e-34   +8.159096903447246036e-34
+1.283735812741450104e+02   -1.933517048429138819e-13   -4.699395315271012107e-13   +6.194576098652635485e-13   -7.135251032810104746e-13   +2.015763907981690369e-34   +6.969678082604095594e-34
+1.283935802741877126e+02   -2.558181113025730983e-13   -5.019429820490473681e-13   +4.725844492714481908e-13   -7.512244514074993575e-13   +2.478359713827664302e-34   +6.150610196319676710e-34
+1.284135792742304432e+02   -3.217442127319041626e-13   -5.366868989042194799e-13   +3.256516959145556136e-13   -7.896907659458907219e-13   +3.058415434047654120e-34   +5.699381154808804462e-34
+1.284335782742731453e+02   -3.905309743053267750e-13   -5.746650847635337653e-13   +1.786237001046336426e-13   -8.284896654346735824e-13   +3.771971049759121411e-34   +5.612403844272443459e-34
+1.284535772743158475e+02   -4.614956713373812998e-13   -6.162835161064819075e-13   +3.141285812062747116e-14   -8.672357759892977465e-13   +4.633120011196906424e-34   +5.886012103913750299e-34
+1.284735762743585497e+02   -5.338716280444126527e-13   -6.617968839637829772e-13   -1.161081238023051529e-13   -9.056073968904714957e-13   +5.652587352334040595e-34   +6.517384244476325916e-34
+1.284935752744012518e+02   -6.068647246496206534e-13   -7.113397492932484162e-13   -2.640919506582499785e-13   -9.433586523375883381e-13   +6.837585986086866144e-34   +7.505329034526517414e-34
+1.285135742744439824e+02   -6.796332324393572315e-13   -7.648903454075562322e-13   -4.127009883209024036e-13   -9.803285599864165279e-13   +8.190538296923561349e-34   +8.850873733751844270e-34
+1.285335732744867130e+02   -7.513359745135291509e-13   -8.222579106226048291e-13   -5.620906533362505935e-13   -1.016446575331445190e-12   +9.708557790743379370e-34   +1.055760283580166521e-33
+1.285535722745294152e+02   -8.211291252669786574e-13   -8.830898891188152407e-13   -7.123925979448380048e-13   -1.051734322151356250e-12   +1.138276457344368167e-33   +1.263170942041847367e-33
+1.285735712745721173e+02   -8.882139569304703269e-13   -9.468868191240568876e-13   -8.636983621346336662e-13   -1.086303385772182736e-12   +1.319841950646087061e-33   +1.508173772815191446e-33
+1.285935702746148195e+02   -9.518489501319833997e-13   -1.013001108708290366e-12   -1.016044153973929298e-12   -1.120349219582037997e-12   +1.513466311813111627e-33   +1.791801472056141572e-33
+1.286135692746575216e+02   -1.011328463858058924e-12   -1.080653560656847605e-12   -1.169397382190951014e-12   -1.154141387436751946e-12   +1.716410210035748905e-33   +2.115178866019034189e-33
+1.286335682747002238e+02   -1.066043569755020213e-12   -1.148969783455677684e-12   -1.323645502560693840e-12   -1.188010526781673938e-12   +1.925415971627425715e-33   +2.479411267373004370e-33
+1.286535672747429544e+02   -1.115464899109383940e-12   -1.217006676028222236e-12   -1.478587654666662937e-12   -1.222332561541733644e-12   +2.136749605015011913e-33   +2.885452937822462530e-33
+1.286735662747856566e+02   -1.159179712145804281e-12   -1.283765800420145642e-12   -1.633929461472732131e-12   -1.257510813180373447e-12   +2.346330810519823104e-33   +3.333962761898128475e-33
+1.286935652748283587e+02   -1.196844639736305433e-12   -1.348250665064094720e-12   -1.789281244998965920e-12   -1.293956747311787827e-12   +2.549828430491124268e-33   +3.825155310943466254e-33
+1.287135642748710609e+02   -1.228238632355648908e-12   -1.409483536381021117e-12   -1.944159781994784197e-12   -1.332070148069390827e-12   +2.742883395952277938e-33   +4.358656053936702496e-33
+1.287335632749137631e+02   -1.253233478918273266e-12   -1.466559313873181987e-12   -2.097993589026827262e-12   -1.372219531132154748e-12   +2.921283827034482587e-33   +4.933369517542706406e-33
+1.287535622749564936e+02   -1.271804945030129569e-12   -1.518660238653881057e-12   -2.250131592241995759e-12   -1.414723588838202642e-12   +3.081145209485798242e-33   +5.547368714972799243e-33
+1.287735612749991958e+02   -1.284010206608267571e-12   -1.565094851972870514e-12   -2.399854908706914557e-12   -1.459834408899113938e-12   +3.219081265193780700e-33   +6.197813190511187589e-33
+1.287935602750418980e+02   -1.289994965830953006e-12   -1.605321668378032089e-12   -2.546391348921471177e-12   -1.507723125248449582e-12   +3.332393878102908441e-33   +6.880901632055371807e-33
+1.288135592750846001e+02   -1.289969753888714053e-12   -1.638977860481383782e-12   -2.688932148718235944e-12   -1.558468550207122202e-12   +3.419198828937970686e-33   +7.591863278027411670e-33
+1.288335582751273023e+02   -1.284208184389663170e-12   -1.665873956593977596e-12   -2.826650357491630290e-12   -1.612049207177050684e-12   +3.478485006334879090e-33   +8.324990392488732043e-33
+1.288535572751700045e+02   -1.273030331722392294e-12   -1.686023049321877559e-12   -2.958720251889032811e-12   -1.668339038894894284e-12   +3.510200280916728445e-33   +9.073712015497956103e-33
+1.288735562752127350e+02   -1.256792499629385895e-12   -1.699625027712100313e-12   -3.084337112034946086e-12   -1.727106914618489453e-12   +3.515202015339491813e-33   +9.830707127800614515e-33
+1.288935552752554372e+02   -1.235869987685517928e-12   -1.707076559664603450e-12   -3.202736692124862376e-12   -1.788019907208419234e-12   +3.495228315247003552e-33   +1.058805340803930022e-32
+1.289135542752981394e+02   -1.210648459956150638e-12   -1.708937263753168552e-12   -3.313213738684475293e-12   -1.850650164305872287e-12   +3.452742800885611551e-33   +1.133740600566232501e-32
+1.289335532753408415e+02   -1.181512309065349604e-12   -1.705929793656367501e-12   -3.415138956479239222e-12   -1.914485062533242554e-12   +3.390843886766920441e-33   +1.207019928859285283e-32
+1.289535522753835721e+02   -1.148835757503809266e-12   -1.698904132153425140e-12   -3.507973891385169461e-12   -1.978940214940435413e-12   +3.313073255241563162e-33   +1.277786341997960260e-32
+1.289735512754262743e+02   -1.112963709523860558e-12   -1.688806764217118202e-12   -3.591283287809113417e-12   -2.043374803936032670e-12   +3.223219559270341920e-33   +1.345204692181457093e-32
+1.289935502754690049e+02   -1.074215629899816616e-12   -1.676655242512557319e-12   -3.664744580999867138e-12   -2.107108637844181771e-12   +3.125189790834928485e-33   +1.408483612286949400e-32
+1.290135492755117070e+02   -1.032872859375808354e-12   -1.663497002635331006e-12   -3.728154296736273753e-12   -2.169440281092461326e-12   +3.022826396946010348e-33   +1.466896257003809123e-32
+1.290335482755544092e+02   -9.891714637907579430e-13   -1.650372391297713349e-12   -3.781431247117677330e-12   -2.229665586890018121e-12   +2.919771297144606385e-33   +1.519799009012541033e-32
+1.290535472755971114e+02   -9.433023514260706577e-13   -1.638284656577111385e-12   -3.824616526198796680e-12   -2.287095967022103018e-12   +2.819386317585017758e-33   +1.566647418658098292e-32
+1.290735462756398135e+02   -8.954070341694836073e-13   -1.628159401799819056e-12   -3.857870418081126367e-12   -2.341075764996018240e-12   +2.724663277963703006e-33   +1.607008778746689358e-32
+1.290935452756825157e+02   -8.455730043302955714e-13   -1.620811441584514729e-12   -3.881466428405064329e-12   -2.390998154168738208e-12   +2.638174330398053407e-33   +1.640570895545097158e-32
+1.291135442757252463e+02   -7.938448742882005463e-13   -1.616927225128961286e-12   -3.895782734452186543e-12   -2.436319058734816555e-12   +2.562096681725594763e-33   +1.667146794384765414e-32
+1.291335432757679484e+02   -7.402157505647471837e-13   -1.617029085201848613e-12   -3.901291416629679253e-12   -2.476568688868264036e-12   +2.498166670368890499e-33   +1.686675284173142959e-32
+1.291535422758106506e+02   -6.846327257652100624e-13   -1.621462689956027654e-12   -3.898545883360173718e-12   -2.511360387571477347e-12   +2.447709235895571474e-33   +1.699217489872172325e-32
+1.291735412758533528e+02   -6.270122802886388935e-13   -1.630388009415372558e-12   -3.888166931759868421e-12   -2.540396601108859053e-12   +2.411672498228077614e-33   +1.704949635976311390e-32
+1.291935402758960549e+02   -5.672350946692538416e-13   -1.643768038440087990e-12   -3.870827898300905566e-12   -2.563471902260212527e-12   +2.390613731755722926e-33   +1.704152518158684046e-32
+1.292135392759387855e+02   -5.051565658156610688e-13   -1.661370777520183916e-12   -3.847239348109646026e-12   -2.580473110944154844e-12   +2.384716207746948933e-33   +1.697198226663496891e-32
+1.292335382759814877e+02   -4.406254503472317918e-13   -1.682778256045790622e-12   -3.818133730541551655e-12   -2.591376665121429371e-12   +2.393806513293284761e-33   +1.684534777504164593e-32
+1.292535372760241899e+02   -3.734819677295487337e-13   -1.707395568363266852e-12   -3.784250394585290235e-12   -2.596243491843786966e-12   +2.417334413416457561e-33   +1.666669362040678059e-32
+1.292735362760668920e+02   -3.035732987373668294e-13   -1.734468383072511791e-12   -3.746321313225904792e-12   -2.595211709990594115e-12   +2.454376391417865507e-33   +1.644150940491860739e-32
+1.292935352761095942e+02   -2.307733559978721827e-13   -1.763109875195575380e-12   -3.705057814072364439e-12   -2.588487559632389601e-12   +2.503656330541232103e-33   +1.617552881500649206e-32
+1.293135342761522963e+02   -1.549835912854007656e-13   -1.792321479081196883e-12   -3.661138557260710971e-12   -2.576334996000591682e-12   +2.563539163765716268e-33   +1.587456291668773875e-32
+1.293335332761950269e+02   -7.614728593726835968e-14   -1.821022842975001716e-12   -3.615198943718849239e-12   -2.559064407719360062e-12   +2.632065773885681426e-33   +1.554434591947834443e-32
+1.293535322762377291e+02   +5.726735046006030911e-15   -1.848088287830042919e-12   -3.567822079936261722e-12   -2.537020919345699241e-12   +2.707017904481159932e-33   +1.519039789583756792e-32
+1.293735312762804313e+02   +9.056890735843378331e-14   -1.872375771930464952e-12   -3.519531371697933804e-12   -2.510572718461697697e-12   +2.785972301016440555e-33   +1.481790773635571309e-32
+1.293935302763231618e+02   +1.782349247703439400e-13   -1.892754769699760978e-12   -3.470784770711913687e-12   -2.480099809660054896e-12   +2.866374028814322477e-33   +1.443163837868089418e-32
+1.294135292763658640e+02   +2.684869304935037940e-13   -1.908150923196363200e-12   -3.421970656102863213e-12   -2.445983544597156812e-12   +2.945668674672069929e-33   +1.403585515407702453e-32
+1.294335282764085662e+02   +3.610020996281478594e-13   -1.917565482016243790e-12   -3.373405298304628685e-12   -2.408597212391709277e-12   +3.021375724609444933e-33   +1.363427702114696293e-32
+1.294535272764512683e+02   +4.553645393781853578e-13   -1.920106346647138394e-12   -3.325331826354092413e-12   -2.368297901913922984e-12   +3.091199943407513212e-33   +1.323004955531253366e-32
+1.294735262764939989e+02   +5.510610575492790842e-13   -1.915015256811357500e-12   -3.277920600872780736e-12   -2.325419771072000254e-12   +3.153127290999477668e-33   +1.282573786865388637e-32
+1.294935252765367011e+02   +6.474849861278343237e-13   -1.901690711286279013e-12   -3.231270883530954303e-12   -2.280268782179835261e-12   +3.205502294541154138e-33   +1.242333716008137559e-32
+1.295135242765794032e+02   +7.439538337267805670e-13   -1.879696287716063004e-12   -3.185413688485870006e-12   -2.233118890776426302e-12   +3.247062497624931873e-33   +1.202429833332899003e-32
+1.295335232766221054e+02   +8.396984057780574485e-13   -1.848781877654554656e-12   -3.140315700845935594e-12   -2.184209611365344296e-12   +3.276965642270404454e-33   +1.162956604678503460e-32
+1.295535222766648076e+02   +9.338910070947734955e-13   -1.808886423979616912e-12   -3.095884150032275699e-12   -2.133744830403744065e-12   +3.294780285287864230e-33   +1.123962663954484831e-32
+1.295735212767075382e+02   +1.025661118964159942e-12   -1.760140705106839437e-12   -3.051972530340078321e-12   -2.081892696760721211e-12   +3.300452748595688746e-33   +1.085456357046498008e-32
+1.295935202767502403e+02   +1.114100894931180775e-12   -1.702869362031232777e-12   -3.008387065439903889e-12   -2.028786394229076939e-12   +3.294239432603222297e-33   +1.047411826734163261e-32
+1.296135192767929425e+02   +1.198300166732879434e-12   -1.637570379244951633e-12   -2.964893816571746160e-12   -1.974525590158822583e-12   +3.276615559751241216e-33   +1.009775456977111791e-32
+1.296335182768356447e+02   +1.277368472136703977e-12   -1.564916805836788886e-12   -2.921226334704759174e-12   -1.919178358585914800e-12   +3.248233873291065587e-33   +9.724725225450118359e-33
+1.296535172768783468e+02   +1.350438762568799517e-12   -1.485738635052618853e-12   -2.877093754261195032e-12   -1.862783394208961653e-12   +3.209797006210393868e-33   +9.354139137085856074e-33
+1.296735162769210490e+02   +1.416720936013847024e-12   -1.400988167168086371e-12   -2.832189219931208689e-12   -1.805352363250353312e-12   +3.162010969858005943e-33   +8.985028236638604556e-33
+1.296935152769637796e+02   +1.475505402149727110e-12   -1.311738898876514642e-12   -2.786198528912735892e-12   -1.746872275917151557e-12   +3.105548008272012699e-33   +8.616412976036933308e-33
+1.297135142770064817e+02   +1.526186238958892177e-12   -1.219144927972192832e-12   -2.738808859305780136e-12   -1.687307809570637963e-12   +3.040979864775718954e-33   +8.247365469070335840e-33
+1.297335132770491839e+02   +1.568291071686134923e-12   -1.124410257149747333e-12   -2.689717442478485985e-12   -1.626603558165623060e-12   +2.968791978764061467e-33   +7.877069306977424056e-33
+1.297535122770918861e+02   +1.601495338965236482e-12   -1.028774224729287053e-12   -2.638640024366295405e-12   -1.564686228195892987e-12   +2.889423151816844970e-33   +7.504875016484976374e-33
+1.297735112771345882e+02   +1.625618593572651841e-12   -9.334681530659087939e-13   -2.585318949378127730e-12   -1.501466840561002713e-12   +2.803229399077497380e-33   +7.130350055194505649e-33
+1.297935102771773188e+02   +1.640667585794706922e-12   -8.397023802326513602e-13   -2.529530692384245870e-12   -1.436843028077839796e-12   +2.710643544944529981e-33   +6.753322169550932899e-33
+1.298135092772200494e+02   +1.646811352188822793e-12   -7.486269520359130937e-13   -2.471092660556800116e-12   -1.370701537044756106e-12   +2.612131775926454520e-33   +6.373914899808867583e-33
+1.298335082772627516e+02   +1.644399957686443679e-12   -6.613025830890461546e-13   -2.409869088807310478e-12   -1.302921046406745863e-12   +2.508291128794025529e-33   +5.992574026813267789e-33
+1.298535072773054537e+02   +1.633947932804402968e-12   -5.786916031409981976e-13   -2.345775861079351792e-12   -1.233375408763417286e-12   +2.399877458619428522e-33   +5.610083834808432642e-33
+1.298735062773481559e+02   +1.616131177901028000e-12   -5.016222336097203203e-13   -2.278784105319320693e-12   -1.161937393928798346e-12   +2.287831302105555867e-33   +5.227572224301767303e-33
+1.298935052773908581e+02   +1.591780212889814347e-12   -4.307880132420459246e-13   -2.208922432677186079e-12   -1.088482979337350747e-12   +2.173320300086633752e-33   +4.846503953054754395e-33
+1.299135042774335602e+02   +1.561851902033457070e-12   -3.667148172128550381e-13   -2.136277721122841053e-12   -1.012896184749813160e-12   +2.057683847479576179e-33   +4.468661607687040746e-33
+1.299335032774762908e+02   +1.527399312350769167e-12   -3.097689463450825226e-13   -2.060994379573943854e-12   -9.350743948002654127e-13   +1.942396338687008178e-33   +4.096114301962717421e-33
+1.299535022775189930e+02   +1.489568182009927601e-12   -2.601476809697000565e-13   -1.983272069891499625e-12   -8.549340560099297015e-13   +1.829069726394910285e-33   +3.731174543517345684e-33
+1.299735012775616951e+02   +1.449563392416257974e-12   -2.178684528070672198e-13   -1.903361909490340473e-12   -7.724165794336881806e-13   +1.719374588112655279e-33   +3.376344187121892259e-33
+1.299935002776043973e+02   +1.408584661676604615e-12   -1.827835797858518215e-13   -1.821561225410900420e-12   -6.874942306395192518e-13   +1.614902081459028970e-33   +3.034250875693159097e-33
+1.300134992776470995e+02   +1.367863559414416817e-12   -1.545927859242498564e-13   -1.738206979879205413e-12   -6.001757494852693383e-13   +1.517258266988315260e-33   +2.707576835254727069e-33
+1.300334982776898300e+02   +1.328551188263826078e-12   -1.328207627747351556e-13   -1.653668035869016764e-12   -5.105114168117956895e-13   +1.427812471289044431e-33   +2.398982312384576037e-33
+1.300534972777325322e+02   +1.291761747803585402e-12   -1.168942947981263394e-13   -1.568336477095109091e-12   -4.185972764429711863e-13   +1.347831912521733280e-33   +2.111026298856025323e-33
+1.300734962777752344e+02   +1.258494749800728371e-12   -1.060897518590641549e-13   -1.482618238220658076e-12   -3.245782304199863091e-13   +1.278323297126478580e-33   +1.846087456159124558e-33
+1.300934952778179365e+02   +1.229637655739663347e-12   -9.959258450623846985e-14   -1.396923335840919824e-12   -2.286497536037317882e-13   +1.220084914500519366e-33   +1.606288312237796358e-33
+1.301134942778606387e+02   +1.205926090366344860e-12   -9.652865860034639357e-14   -1.311656017039724729e-12   -1.310580197673863528e-13   +1.173666638956064532e-33   +1.393425836355219269e-33
+1.301334932779033409e+02   +1.187924149627831756e-12   -9.594905040590250157e-14   -1.227205158091221254e-12   -3.209829302806435290e-14   +1.139369559481508667e-33   +1.208911390955511084e-33
+1.301534922779460715e+02   +1.176032201499862472e-12   -9.688772018823527367e-14   -1.143935249577493627e-12   +6.788848723331604086e-14   +1.117307628165924966e-33   +1.053722802007780816e-33
+1.301734912779887736e+02   +1.170448261831983329e-12   -9.837063180560971736e-14   -1.062178294478707596e-12   +1.685209168752824319e-13   +1.107366529827100141e-33   +9.283708782667257233e-34
+1.301934902780314758e+02   +1.171182880740571157e-12   -9.944767128165675739e-14   -9.822269218671574214e-13   +2.693840348076018952e-13   +1.109259038417570344e-33   +8.328821503981078784e-34
